Episode,Epsilon,Q Value Loss,E[R]
0,1,0,-46.3238
1,0.872057,30.6577,-90.7351
2,0.814322,32.7234,-123.49
3,0.760408,30.5276,-154.626
4,0.710064,31.3162,-182.181
5,0.663053,30.7398,-207.082
6,0.619155,29.7883,-223.338
7,0.578163,27.8719,-239.079
8,0.539885,30.2884,-255.535
9,0.504141,28.0729,-256.506
10,0.470763,24.3566,-256.263
11,0.439596,24.3984,-262.147
12,0.410492,22.6893,-265.291
13,0.383314,21.3543,-260.141
14,0.357936,21.014,-253.531
15,0.334239,20.8109,-249.125
16,0.31211,20.6853,-242.379
17,0.291446,20.3034,-231.41
18,0.272151,20.0308,-226.772
19,0.254132,19.0082,-226.182
20,0.237307,18.8934,-213.982
21,0.221596,21.8481,-205.445
22,0.206925,20.0041,-193.307
23,0.193225,18.2665,-182.009
24,0.180432,17.8772,-171.211
25,0.168486,16.6002,-163.162
26,0.157332,15.1798,-156.779
27,0.146915,14.5603,-146.543
28,0.137188,12.5797,-138.668
29,0.128106,11.1734,-129.927
30,0.119624,10.4405,-123.26
31,0.111704,9.12638,-112.762
32,0.104309,8.93315,-104.183
33,0.0974028,8.8061,-95.5608
34,0.0909541,8.95438,-99.6126
35,0.0849324,7.27959,-98.6292
36,0.0793093,8.21408,-88.8735
37,0.0740585,7.69698,-80.9623
38,0.0691553,7.4485,-81.6718
39,0.0645768,7.02396,-74.8262
40,0.0603014,6.9031,-66.4455
41,0.0563091,7.74861,-61.5027
42,0.052581,7.32614,-60.53
43,0.0490998,7.01924,-54.0119
44,0.0458491,6.32652,-52.4669
45,0.0428136,6.59857,-49.0736
46,0.039979,6.12969,-48.3693
47,0.0373322,6.50558,-40.6923
48,0.0348605,6.63584,-38.8811
49,0.0325525,5.9463,-41.24
50,0.0303973,5.66545,-41.4259
51,0.0283848,5.71888,-42.8739
52,0.0265056,5.28716,-35.4131
53,0.0247507,4.90766,-27.4383
54,0.0231121,5.24447,-28.154
55,0.0215819,4.58045,-32.2515
56,0.020153,5.33424,-25.666
57,0.0188188,4.37245,-16.6931
58,0.0175729,5.20673,-10.8429
59,0.0164094,4.80983,-7.1691
60,0.015323,5.40527,-2.53263
61,0.0143085,5.16162,0.829747
62,0.0133612,5.00784,4.94137
63,0.0124766,5.45123,7.37911
64,0.0116506,5.36906,11.6238
65,0.0108792,5.31196,15.8043
66,0.010159,5.03623,20.3553
67,0.00948636,4.63452,21.8845
68,0.0088583,5.50994,24.9656
69,0.00827183,4.8618,26.8693
70,0.00772418,4.5904,29.5878
71,0.00721279,4.53736,30.415
72,0.00673525,4.10638,33.2128
73,0.00628933,4.07487,35.2801
74,0.00587294,5.0177,36.6306
75,0.00548411,4.39257,35.8026
76,0.00512103,3.52651,38.2356
77,0.00478198,4.22671,39.6835
78,0.00446538,4.51269,39.8564
79,0.00416975,3.84127,41.2155
80,0.00389368,4.6318,44.0878
81,0.00363589,4.54155,45.3142
82,0.00339517,4.22099,46.394
83,0.00317039,3.95846,45.2538
84,0.00296049,4.02379,46.1581
85,0.00276449,4.00755,47.4939
86,0.00258146,4.3693,47.801
87,0.00241055,4.03999,48.9394
88,0.00225096,3.32569,48.9351
89,0.00210193,3.09173,48.7325
90,0.00196277,3.87832,48.4494
91,0.00183282,4.09102,48.121
92,0.00171147,3.26658,46.8343
93,0.00159816,3.13231,48.2935
94,0.00149235,3.19262,49.5708
95,0.00139355,3.06645,48.2389
96,0.00130129,2.90468,47.9978
97,0.00121514,2.86077,48.6103
98,0.00113469,3.6152,50.2095
99,0.00105956,2.40812,49.4345
100,0.000989412,2.84673,49.5009
101,0.000923906,3.17459,50.3862
102,0.000862738,2.59999,50.6673
103,0.000805619,3.07591,51.2199
104,0.000752281,3.19885,52.6723
105,0.000702476,2.68982,53.6286
106,0.000655967,2.68707,55.3752
107,0.000612538,2.90262,56.8348
108,0.000571984,2.34729,57.9248
109,0.000534115,2.48133,58.8969
110,0.000498753,2.81196,58.6984
111,0.000465732,2.4818,59.0065
112,0.000434898,2.8506,58.8164
113,0.000406105,2.73696,58.5237
114,0.000379218,2.86069,58.5613
115,0.000354111,2.79848,59.2481
116,0.000330667,2.58612,56.8093
117,0.000308774,2.84293,56.9246
118,0.000288331,2.50446,57.2886
119,0.000269242,2.87394,58.4995
120,0.000251416,2.71412,58.2453
121,0.000234771,2.48721,58.5188
122,0.000219228,2.44611,58.7814
123,0.000204713,2.28233,59.4355
124,0.00019116,2.45248,58.3275
125,0.000178504,2.36193,58.9359
126,0.000166686,2.73182,59.3704
127,0.00015565,2.43253,59.9643
128,0.000145345,2.52079,60.523
129,0.000135722,2.64315,60.6143
130,0.000126737,2.7504,59.3767
131,0.000118346,2.22753,58.3293
132,0.000110511,2.18842,58.1113
133,0.000103194,2.35608,59.6513
134,9.63619e-05,2.28824,59.1372
135,8.99821e-05,2.3007,59.3506
136,8.40247e-05,2.6248,58.4866
137,7.84617e-05,2.42967,58.5836
138,7.3267e-05,2.23945,56.5963
139,6.84163e-05,1.86948,55.7872
140,6.38867e-05,2.70899,56.6028
141,5.96569e-05,2.37872,55.3331
142,5.57073e-05,2.09443,56.8182
143,5.20191e-05,2.19432,56.4006
144,4.85751e-05,2.43368,57.8299
145,4.53591e-05,2.20268,57.352
146,4.2356e-05,2.60163,57.269
147,3.95518e-05,2.46847,56.9554
148,3.69332e-05,2.69285,56.8615
149,3.4488e-05,2.6492,56.9876
150,3.22046e-05,2.30668,56.3064
151,3.00725e-05,2.52009,56.3817
152,2.80815e-05,2.32918,57.206
153,2.62223e-05,2.57973,56.6929
154,2.44862e-05,2.10017,55.8827
155,2.28651e-05,2.91933,56.9608
156,2.13513e-05,2.66813,56.729
157,1.99377e-05,2.63996,57.5949
158,1.86177e-05,2.7311,57.6188
159,1.7385e-05,3.08209,58.2962
160,1.6234e-05,2.49597,58.4182
161,1.51592e-05,2.42401,57.5755
162,1.41556e-05,2.47008,58.1772
163,1.32184e-05,2.42373,57.9884
164,1.23433e-05,2.8842,58.5715
165,1.15261e-05,2.24842,58.8333
166,1.0763e-05,2.26689,58.703
167,1.00504e-05,2.64718,59.5786
168,9.38498e-06,2.43014,59.8171
169,8.76363e-06,2.9438,59.5153
170,8.18342e-06,2.3371,59.7639
171,7.64163e-06,2.5319,57.8181
172,7.1357e-06,2.62616,57.1853
173,6.66327e-06,2.3086,58.2324
174,6.22212e-06,2.89148,58.353
175,5.81017e-06,2.82249,60.1575
176,5.4255e-06,2.6113,60.4099
177,5.0663e-06,2.3964,61.2846
178,4.73088e-06,1.97369,61.7362
179,4.41766e-06,2.65577,61.5393
180,4.12518e-06,2.29906,61.4509
181,3.85207e-06,2.22064,61.6828
182,3.59704e-06,2.145,61.5312
183,3.35889e-06,2.08078,61.0551
184,3.13651e-06,2.30704,60.0763
185,2.92885e-06,2.19366,60.5264
186,2.73494e-06,2.46222,60.4032
187,2.55387e-06,2.31857,60.9737
188,2.38479e-06,2.611,61.401
189,2.2269e-06,2.50141,61.9417
190,2.07946e-06,2.62841,62.4274
191,1.94179e-06,2.56458,62.742
192,1.81323e-06,2.77369,60.6313
193,1.69318e-06,2.5107,61.8646
194,1.58108e-06,2.35033,62.2667
195,1.47641e-06,2.83609,61.0412
196,1.37866e-06,2.20082,61.5698
197,1.28738e-06,1.84484,62.0956
198,1.20215e-06,2.72931,62.9421
199,1.12256e-06,3.00227,59.5073
200,1.04824e-06,2.69347,60.1053
201,9.78838e-07,2.29293,60.6421
202,9.14032e-07,2.52687,60.0213
203,8.53517e-07,2.37916,60.787
204,7.97009e-07,2.3556,61.9401
205,7.44242e-07,2.6362,61.4647
206,6.94968e-07,2.46851,59.878
207,6.48957e-07,2.43784,61.2644
208,6.05991e-07,2.30497,62.0023
209,5.65871e-07,2.46372,62.4319
210,5.28406e-07,2.43824,60.4774
211,4.93423e-07,2.19567,61.6979
212,4.60755e-07,2.32674,61.8684
213,4.3025e-07,2.49358,59.9091
214,4.01764e-07,2.28481,60.4411
215,3.75165e-07,2.60757,61.429
216,3.50327e-07,2.44069,61.8869
217,3.27133e-07,2.11059,61.0666
218,3.05474e-07,2.78825,59.9963
219,2.8525e-07,2.57308,60.2408
220,2.66365e-07,2.23528,59.1712
221,2.48729e-07,2.09933,59.1865
222,2.32262e-07,2.77754,59.2632
223,2.16885e-07,2.51885,60.2676
224,2.02526e-07,2.03776,60.5766
225,1.89117e-07,2.76279,60.2425
226,1.76596e-07,2.08155,60.278
227,1.64904e-07,2.14436,59.8722
228,1.53987e-07,2.36817,59.6254
229,1.43792e-07,2.03389,59.7212
230,1.34272e-07,1.7695,59.8483
231,1.25382e-07,2.55367,59.9714
232,1.17081e-07,2.09672,60.237
233,1.09329e-07,1.96593,59.8718
234,1.02091e-07,2.7469,59.1181
235,9.5332e-08,2.21451,59.7551
236,8.90204e-08,2.36083,58.4245
237,8.31267e-08,2.05465,57.9072
238,7.76232e-08,2.53518,57.6485
239,7.2484e-08,2.52341,57.3415
240,6.76851e-08,2.77445,57.5163
241,6.32039e-08,2.78105,59.0822
242,5.90194e-08,2.69459,59.2405
243,5.51119e-08,2.11853,59.1967
244,5.14631e-08,2.58153,60.142
245,4.80559e-08,2.29303,60.1639
246,4.48743e-08,2.44421,58.393
247,4.19034e-08,2.22206,57.1507
248,3.91291e-08,2.02912,57.5709
249,3.65385e-08,2.12555,58.1168
250,3.41194e-08,2.33941,57.2552
251,3.18605e-08,2.78317,57.0606
252,2.97511e-08,2.35439,56.4381
253,2.77814e-08,2.58912,55.007
254,2.59421e-08,2.68728,55.9392
255,2.42245e-08,2.13518,57.3318
256,2.26207e-08,2.39894,57.8768
257,2.11231e-08,2.17616,58.5759
258,1.97246e-08,2.50046,59.081
259,1.84187e-08,2.40441,57.7766
260,1.71993e-08,2.42018,57.241
261,1.60605e-08,2.37116,55.3831
262,1.49972e-08,2.27616,54.8443
263,1.40043e-08,2.15536,54.2082
264,1.30771e-08,2.64065,54.9722
265,1.22114e-08,2.29197,53.4876
266,1.14029e-08,2.29559,55.1831
267,1.06479e-08,2.07008,53.9982
268,9.94297e-09,2.17594,55.6819
269,9.28468e-09,2.14785,56.5031
270,8.66997e-09,2.11661,56.3276
271,8.09597e-09,2.73718,56.2405
272,7.55996e-09,2.50518,57.7539
273,7.05944e-09,2.26581,59.0219
274,6.59206e-09,2.55809,57.8508
275,6.15562e-09,2.49116,58.3582
276,5.74808e-09,2.17249,58.0044
277,5.36752e-09,2.37536,58.4192
278,5.01215e-09,2.60614,58.5806
279,4.68032e-09,1.89536,58.4132
280,4.37045e-09,2.47667,58.2946
281,4.0811e-09,2.17204,59.0251
282,3.8109e-09,2.27539,59.2602
283,3.5586e-09,2.27779,59.1597
284,3.32299e-09,2.49088,58.6979
285,3.10299e-09,2.57149,58.7271
286,2.89755e-09,2.12202,58.2667
287,2.70571e-09,2.48847,59.1715
288,2.52658e-09,2.00548,60.2939
289,2.3593e-09,2.58795,60.7747
290,2.2031e-09,1.91581,61.4259
291,2.05724e-09,2.36701,62.363
292,1.92104e-09,2.14875,62.7149
293,1.79385e-09,2.46502,63.3975
294,1.67509e-09,2.29099,62.3811
295,1.56419e-09,2.1468,62.396
296,1.46063e-09,2.38476,61.5827
297,1.36392e-09,2.5947,61.3623
298,1.27362e-09,2.86664,62.4021
299,1.1893e-09,2.52056,61.8741
300,1.11056e-09,2.4957,61.9127
301,1.03704e-09,2.50526,63.0058
302,9.68377e-10,2.48721,62.7741
303,9.04264e-10,2.12839,63.0236
304,8.44396e-10,2.06955,58.6122
305,7.88491e-10,2.28506,57.5122
306,7.36288e-10,2.68859,57.5253
307,6.87541e-10,2.52696,58.7176
308,6.42021e-10,2.69155,59.0193
309,5.99515e-10,2.33437,56.4446
310,5.59823e-10,2.49165,55.0168
311,5.22759e-10,2.39234,56.835
312,4.88149e-10,2.23393,55.994
313,4.55831e-10,2.02212,56.3307
314,4.25652e-10,2.20133,57.1205
315,3.97471e-10,2.20057,56.3195
316,3.71155e-10,2.40379,57.4914
317,3.46583e-10,2.1513,57.7918
318,3.23637e-10,2.15371,58.5223
319,3.0221e-10,2.16117,58.732
320,2.82201e-10,2.02313,59.5224
321,2.63518e-10,1.9421,59.7472
322,2.46071e-10,2.02997,59.8144
323,2.2978e-10,2.34889,59.9298
324,2.14567e-10,2.51574,59.9269
325,2.00361e-10,1.86853,59.6306
326,1.87096e-10,2.29651,59.7524
327,1.74709e-10,2.48708,59.5619
328,1.63142e-10,2.51699,56.6222
329,1.52341e-10,2.37428,58.3431
330,1.42255e-10,2.05082,58.8332
331,1.32837e-10,2.14792,59.3696
332,1.24042e-10,2.05519,59.5981
333,1.1583e-10,2.20266,59.9645
334,1.08161e-10,2.33342,58.9195
335,1.01e-10,1.85353,60.2579
336,9.43132e-11,2.36885,57.2047
337,8.8069e-11,2.36464,57.0147
338,8.22383e-11,2.15599,57.6762
339,7.67936e-11,2.27197,57.0612
340,7.17093e-11,2.29163,57.2744
341,6.69617e-11,2.4038,56.0562
342,6.25284e-11,2.89112,56.5132
343,5.83886e-11,2.33313,57.241
344,5.45229e-11,2.28128,58.5217
345,5.09131e-11,2.49526,59.0813
346,4.75424e-11,2.1624,59.333
347,4.43947e-11,2.00596,60.5282
348,4.14555e-11,2.2413,58.5812
349,3.87109e-11,2.11586,58.6393
350,3.6148e-11,2.20167,58.0742
351,3.37547e-11,1.97835,58.9504
352,3.152e-11,2.42795,59.0179
353,2.94331e-11,2.38288,59.857
354,2.74845e-11,2.8037,59.2755
355,2.56648e-11,2.97086,60.0979
356,2.39656e-11,2.08027,60.0334
357,2.2379e-11,2.24558,60.1814
358,2.08973e-11,2.59871,59.8659
359,1.95138e-11,2.111,60.0228
360,1.82218e-11,3.24257,60.0266
361,1.70154e-11,2.61236,58.8212
362,1.58889e-11,2.52789,60.0466
363,1.4837e-11,3.01493,60.8231
364,1.38547e-11,2.47058,59.9404
365,1.29374e-11,2.49287,60.7902
366,1.20808e-11,2.2106,60.3494
367,1.1281e-11,2.19572,59.5959
368,1.05341e-11,2.09305,59.9838
369,9.83671e-12,1.88321,59.9831
370,9.18545e-12,2.22146,59.9584
371,8.57732e-12,2.06136,59.9685
372,8.00944e-12,2.40735,60.5122
373,7.47916e-12,2.45562,60.5322
374,6.98399e-12,2.10953,59.6941
375,6.52161e-12,2.07872,59.9356
376,6.08984e-12,2.08784,60.395
377,5.68665e-12,2.36384,60.3032
378,5.31016e-12,2.20226,60.7037
379,4.95859e-12,2.61953,61.2541
380,4.6303e-12,2.29707,61.8562
381,4.32374e-12,2.24989,62.4081
382,4.03748e-12,2.53134,60.8908
383,3.77017e-12,1.89459,59.3251
384,3.52056e-12,2.05072,59.3856
385,3.28748e-12,2.40665,59.292
386,3.06983e-12,2.13644,59.3882
387,2.86658e-12,2.7709,60.8939
388,2.6768e-12,2.28682,61.8874
389,2.49958e-12,1.64729,63.0915
390,2.33409e-12,2.03095,63.9643
391,2.17956e-12,2.17139,64.0905
392,2.03525e-12,2.34824,64.4365
393,1.90051e-12,2.47911,63.7552
394,1.77468e-12,2.19703,63.8164
395,1.65719e-12,1.96894,63.6215
396,1.54747e-12,2.6829,63.5912
397,1.44502e-12,2.21618,63.9226
398,1.34935e-12,1.91153,64.2092
399,1.26001e-12,2.40049,63.0731
400,1.17659e-12,1.97426,63.7344
401,1.09869e-12,2.62433,63.6387
402,1.02595e-12,2.11411,63.4121
403,9.58027e-13,2.16543,63.1105
404,8.946e-13,2.00795,62.9133
405,8.35371e-13,2.04636,63.0342
406,7.80064e-13,2.12707,63.1775
407,7.28419e-13,1.91821,63.4541
408,6.80193e-13,2.99542,62.4533
409,6.3516e-13,2.30307,62.4956
410,5.93108e-13,2.19504,62.9445
411,5.5384e-13,2.4181,63.0201
412,5.17172e-13,3.08983,63.6001
413,4.82932e-13,2.46034,62.8352
414,4.50959e-13,2.51329,62.8115
415,4.21103e-13,2.69648,61.9575
416,3.93223e-13,2.378,61.3084
417,3.67189e-13,2.75458,61.4028
